path,label,source,group_id,split
Rose_Black_Spot/resized_Black Spot_2670.jpg,Rose_Black_Spot,black_spot,1478,train
Rose_Black_Spot/resized_Black Spot_2679.jpg,Rose_Black_Spot,black_spot,1479,train
Rose_Black_Spot/resized_Black Spot_268.jpg,Rose_Black_Spot,black_spot,1480,val
Rose_Black_Spot/resized_Black Spot_2682.jpg,Rose_Black_Spot,black_spot,1481,val
Rose_Black_Spot/resized_Black Spot_2684.jpg,Rose_Black_Spot,black_spot,1482,train
Rose_Black_Spot/resized_Black Spot_2687.jpg,Rose_Black_Spot,black_spot,1483,train
Rose_Black_Spot/resized_Black Spot_269.jpg,Rose_Black_Spot,black_spot,1484,train
Rose_Black_Spot/resized_Black Spot_2691.jpg,Rose_Black_Spot,black_spot,1485,test
Rose_Black_Spot/resized_Black Spot_2696.jpg,Rose_Black_Spot,black_spot,1486,test
Rose_Black_Spot/resized_Black Spot_2697.jpg,Rose_Black_Spot,black_spot,1487,train
Rose_Black_Spot/resized_Black Spot_2698.jpg,Rose_Black_Spot,black_spot,1488,test
Rose_Black_Spot/resized_Black Spot_2699.jpg,Rose_Black_Spot,black_spot,1489,train
Rose_Black_Spot/resized_Black Spot_2703.jpg,Rose_Black_Spot,black_spot,1490,train
Rose_Black_Spot/resized_Black Spot_2704.jpg,Rose_Black_Spot,black_spot,1491,train
Rose_Black_Spot/resized_Black Spot_2707.jpg,Rose_Black_Spot,black_spot,1492,train
Rose_Black_Spot/resized_Black Spot_2709.jpg,Rose_Black_Spot,black_spot,1493,val
Rose_Black_Spot/resized_Black Spot_2711.jpg,Rose_Black_Spot,black_spot,1494,train
Rose_Black_Spot/resized_Black Spot_2715.jpg,Rose_Black_Spot,black_spot,1495,train
Rose_Black_Spot/resized_Black Spot_2717.jpg,Rose_Black_Spot,black_spot,1468,train
Rose_Black_Spot/resized_Black Spot_2718.jpg,Rose_Black_Spot,black_spot,1496,train
Rose_Black_Spot/resized_Black Spot_2719.jpg,Rose_Black_Spot,black_spot,1497,val
Rose_Black_Spot/resized_Black Spot_2721.jpg,Rose_Black_Spot,black_spot,1498,val
Rose_Black_Spot/resized_Black Spot_2723.jpg,Rose_Black_Spot,black_spot,1499,train
Rose_Black_Spot/resized_Black Spot_2724.jpg,Rose_Black_Spot,black_spot,1500,test
Rose_Black_Spot/resized_Black Spot_2733.jpg,Rose_Black_Spot,black_spot,1501,train
Rose_Black_Spot/resized_Black Spot_2737.jpg,Rose_Black_Spot,black_spot,1502,test
Rose_Black_Spot/resized_Black Spot_2738.jpg,Rose_Black_Spot,black_spot,1503,train
Rose_Black_Spot/resized_Black Spot_2740.jpg,Rose_Black_Spot,black_spot,1504,train
Rose_Black_Spot/resized_Black Spot_2742.jpg,Rose_Black_Spot,black_spot,1505,train
Rose_Black_Spot/resized_Black Spot_2745.jpg,Rose_Black_Spot,black_spot,1506,train
Rose_Black_Spot/resized_Black Spot_2747.jpg,Rose_Black_Spot,black_spot,1507,train
Rose_Black_Spot/resized_Black Spot_2748.jpg,Rose_Black_Spot,black_spot,1508,train
Rose_Black_Spot/resized_Black Spot_2749.jpg,Rose_Black_Spot,black_spot,1509,train
Rose_Black_Spot/resized_Black Spot_2750.jpg,Rose_Black_Spot,black_spot,1510,train
Rose_Black_Spot/resized_Black Spot_2751.jpg,Rose_Black_Spot,black_spot,1499,train
Rose_Black_Spot/resized_Black Spot_2758.jpg,Rose_Black_Spot,black_spot,1511,train
Rose_Black_Spot/resized_Black Spot_2759.jpg,Rose_Black_Spot,black_spot,1512,train
Rose_Black_Spot/resized_Black Spot_2762.jpg,Rose_Black_Spot,black_spot,1467,train
Rose_Black_Spot/resized_Black Spot_2766.jpg,Rose_Black_Spot,black_spot,1513,train
Rose_Black_Spot/resized_Black Spot_2769.jpg,Rose_Black_Spot,black_spot,1514,train
Rose_Black_Spot/resized_Black Spot_277.jpg,Rose_Black_Spot,black_spot,1515,train
Rose_Black_Spot/resized_Black Spot_2773.jpg,Rose_Black_Spot,black_spot,1516,test
Rose_Black_Spot/resized_Black Spot_2777.jpg,Rose_Black_Spot,black_spot,1517,val
Rose_Black_Spot/resized_Black Spot_2780.jpg,Rose_Black_Spot,black_spot,1518,val
Rose_Black_Spot/resized_Black Spot_2781.jpg,Rose_Black_Spot,black_spot,1519,train
Rose_Black_Spot/resized_Black Spot_2784.jpg,Rose_Black_Spot,black_spot,1520,test
Rose_Black_Spot/resized_Black Spot_2787.jpg,Rose_Black_Spot,black_spot,1521,train
Rose_Black_Spot/resized_Black Spot_279.jpg,Rose_Black_Spot,black_spot,1522,train
Rose_Black_Spot/resized_Black Spot_2791.jpg,Rose_Black_Spot,black_spot,1523,train
Rose_Black_Spot/resized_Black Spot_2795.jpg,Rose_Black_Spot,black_spot,1524,test
Rose_Black_Spot/resized_Black Spot_2796.jpg,Rose_Black_Spot,black_spot,1525,train
Rose_Black_Spot/resized_Black Spot_2797.jpg,Rose_Black_Spot,black_spot,1526,train
Rose_Black_Spot/resized_Black Spot_2798.jpg,Rose_Black_Spot,black_spot,1527,train
Rose_Black_Spot/resized_Black Spot_28.jpg,Rose_Black_Spot,black_spot,1528,test
Rose_Black_Spot/resized_Black Spot_280.jpg,Rose_Black_Spot,black_spot,1529,train
Rose_Black_Spot/resized_Black Spot_2801.jpg,Rose_Black_Spot,black_spot,1530,train
Rose_Black_Spot/resized_Black Spot_2806.jpg,Rose_Black_Spot,black_spot,1492,train
Rose_Black_Spot/resized_Black Spot_2807.jpg,Rose_Black_Spot,black_spot,1508,train
Rose_Black_Spot/resized_Black Spot_281.jpg,Rose_Black_Spot,black_spot,1531,train
Rose_Black_Spot/resized_Black Spot_2812.jpg,Rose_Black_Spot,black_spot,1532,train
Rose_Black_Spot/resized_Black Spot_2814.jpg,Rose_Black_Spot,black_spot,1533,train
Rose_Black_Spot/resized_Black Spot_2817.jpg,Rose_Black_Spot,black_spot,1534,train
Rose_Black_Spot/resized_Black Spot_2818.jpg,Rose_Black_Spot,black_spot,1487,train
Rose_Black_Spot/resized_Black Spot_2819.jpg,Rose_Black_Spot,black_spot,1513,train
Rose_Black_Spot/resized_Black Spot_282.jpg,Rose_Black_Spot,black_spot,1535,test
Rose_Black_Spot/resized_Black Spot_2820.jpg,Rose_Black_Spot,black_spot,1536,train
Rose_Black_Spot/resized_Black Spot_2821.jpg,Rose_Black_Spot,black_spot,1537,train
Rose_Black_Spot/resized_Black Spot_2825.jpg,Rose_Black_Spot,black_spot,1538,test
Rose_Black_Spot/resized_Black Spot_2829.jpg,Rose_Black_Spot,black_spot,1539,test
Rose_Black_Spot/resized_Black Spot_283.jpg,Rose_Black_Spot,black_spot,1540,train
Rose_Black_Spot/resized_Black Spot_2831.jpg,Rose_Black_Spot,black_spot,1541,train
Rose_Black_Spot/resized_Black Spot_2838.jpg,Rose_Black_Spot,black_spot,1542,train
Rose_Black_Spot/resized_Black Spot_2840.jpg,Rose_Black_Spot,black_spot,1543,train
Rose_Black_Spot/resized_Black Spot_2847.jpg,Rose_Black_Spot,black_spot,1544,test
Rose_Black_Spot/resized_Black Spot_2849.jpg,Rose_Black_Spot,black_spot,1513,train
Rose_Black_Spot/resized_Black Spot_2855.jpg,Rose_Black_Spot,black_spot,1545,train
Rose_Black_Spot/resized_Black Spot_2857.jpg,Rose_Black_Spot,black_spot,1546,train
Rose_Black_Spot/resized_Black Spot_2858.jpg,Rose_Black_Spot,black_spot,1547,train
Rose_Black_Spot/resized_Black Spot_2859.jpg,Rose_Black_Spot,black_spot,1548,test
Rose_Black_Spot/resized_Black Spot_286.jpg,Rose_Black_Spot,black_spot,1549,test
Rose_Black_Spot/resized_Black Spot_2861.jpg,Rose_Black_Spot,black_spot,1550,train
Rose_Black_Spot/resized_Black Spot_2862.jpg,Rose_Black_Spot,black_spot,1551,test
Rose_Black_Spot/resized_Black Spot_2865.jpg,Rose_Black_Spot,black_spot,1552,test
Rose_Black_Spot/resized_Black Spot_2868.jpg,Rose_Black_Spot,black_spot,1553,train
Rose_Black_Spot/resized_Black Spot_2871.jpg,Rose_Black_Spot,black_spot,1554,test
Rose_Black_Spot/resized_Black Spot_288.jpg,Rose_Black_Spot,black_spot,1555,train
Rose_Black_Spot/resized_Black Spot_2880.jpg,Rose_Black_Spot,black_spot,1542,train
Rose_Black_Spot/resized_Black Spot_2881.jpg,Rose_Black_Spot,black_spot,1556,val
Rose_Black_Spot/resized_Black Spot_2883.jpg,Rose_Black_Spot,black_spot,1557,train
Rose_Black_Spot/resized_Black Spot_2885.jpg,Rose_Black_Spot,black_spot,1558,val
Rose_Black_Spot/resized_Black Spot_2889.jpg,Rose_Black_Spot,black_spot,1559,train
Rose_Black_Spot/resized_Black Spot_289.jpg,Rose_Black_Spot,black_spot,1560,train
Rose_Black_Spot/resized_Black Spot_2893.jpg,Rose_Black_Spot,black_spot,1561,val
Rose_Black_Spot/resized_Black Spot_2894.jpg,Rose_Black_Spot,black_spot,1562,train
Rose_Black_Spot/resized_Black Spot_2895.jpg,Rose_Black_Spot,black_spot,1563,train
Rose_Black_Spot/resized_Black Spot_2897.jpg,Rose_Black_Spot,black_spot,1564,train
Rose_Black_Spot/resized_Black Spot_2898.jpg,Rose_Black_Spot,black_spot,1565,val
Rose_Black_Spot/resized_Black Spot_2899.jpg,Rose_Black_Spot,black_spot,1566,train
Rose_Black_Spot/resized_Black Spot_29.jpg,Rose_Black_Spot,black_spot,1567,train
Rose_Black_Spot/resized_Black Spot_290.jpg,Rose_Black_Spot,black_spot,1568,test
Rose_Black_Spot/resized_Black Spot_2900.jpg,Rose_Black_Spot,black_spot,1569,train
Rose_Black_Spot/resized_Black Spot_2901.jpg,Rose_Black_Spot,black_spot,1562,train
Rose_Black_Spot/resized_Black Spot_2902.jpg,Rose_Black_Spot,black_spot,1550,train
Rose_Black_Spot/resized_Black Spot_2903.jpg,Rose_Black_Spot,black_spot,1570,train
Rose_Black_Spot/resized_Black Spot_2904.jpg,Rose_Black_Spot,black_spot,1571,train
Rose_Black_Spot/resized_Black Spot_2905.jpg,Rose_Black_Spot,black_spot,1492,train
Rose_Black_Spot/resized_Black Spot_2906.jpg,Rose_Black_Spot,black_spot,1572,val
Rose_Black_Spot/resized_Black Spot_2907.jpg,Rose_Black_Spot,black_spot,1564,train
Rose_Black_Spot/resized_Black Spot_2908.jpg,Rose_Black_Spot,black_spot,1573,train
Rose_Black_Spot/resized_Black Spot_2909.jpg,Rose_Black_Spot,black_spot,1574,train
Rose_Black_Spot/resized_Black Spot_291.jpg,Rose_Black_Spot,black_spot,1575,val
Rose_Black_Spot/resized_Black Spot_2910.jpg,Rose_Black_Spot,black_spot,1576,train
Rose_Black_Spot/resized_Black Spot_2911.jpg,Rose_Black_Spot,black_spot,1519,train
Rose_Black_Spot/resized_Black Spot_2912.jpg,Rose_Black_Spot,black_spot,1492,train
Rose_Black_Spot/resized_Black Spot_2913.jpg,Rose_Black_Spot,black_spot,1577,train
Rose_Black_Spot/resized_Black Spot_2914.jpg,Rose_Black_Spot,black_spot,1578,train
Rose_Black_Spot/resized_Black Spot_2916.jpg,Rose_Black_Spot,black_spot,1579,test
Rose_Black_Spot/resized_Black Spot_2917.jpg,Rose_Black_Spot,black_spot,1580,train
Rose_Black_Spot/resized_Black Spot_2918.jpg,Rose_Black_Spot,black_spot,1581,train
Rose_Black_Spot/resized_Black Spot_2919.jpg,Rose_Black_Spot,black_spot,1582,train
Rose_Black_Spot/resized_Black Spot_2920.jpg,Rose_Black_Spot,black_spot,1583,train
Rose_Black_Spot/resized_Black Spot_2921.jpg,Rose_Black_Spot,black_spot,1584,test
Rose_Black_Spot/resized_Black Spot_2922.jpg,Rose_Black_Spot,black_spot,1585,val
Rose_Black_Spot/resized_Black Spot_2923.jpg,Rose_Black_Spot,black_spot,1495,train
Rose_Black_Spot/resized_Black Spot_2924.jpg,Rose_Black_Spot,black_spot,1586,train
Rose_Black_Spot/resized_Black Spot_2925.jpg,Rose_Black_Spot,black_spot,1587,val
Rose_Black_Spot/resized_Black Spot_2926.jpg,Rose_Black_Spot,black_spot,1588,train
Rose_Black_Spot/resized_Black Spot_2927.jpg,Rose_Black_Spot,black_spot,1589,test
Rose_Black_Spot/resized_Black Spot_2928.jpg,Rose_Black_Spot,black_spot,1590,train
Rose_Black_Spot/resized_Black Spot_2929.jpg,Rose_Black_Spot,black_spot,1591,train
Rose_Black_Spot/resized_Black Spot_293.jpg,Rose_Black_Spot,black_spot,1592,train
Rose_Black_Spot/resized_Black Spot_2930.jpg,Rose_Black_Spot,black_spot,1593,train
Rose_Black_Spot/resized_Black Spot_2931.jpg,Rose_Black_Spot,black_spot,1594,test
Rose_Black_Spot/resized_Black Spot_2932.jpg,Rose_Black_Spot,black_spot,1595,train
Rose_Black_Spot/resized_Black Spot_2933.jpg,Rose_Black_Spot,black_spot,1596,val
Rose_Black_Spot/resized_Black Spot_2934.jpg,Rose_Black_Spot,black_spot,1597,train
Rose_Black_Spot/resized_Black Spot_2935.jpg,Rose_Black_Spot,black_spot,1598,train
Rose_Black_Spot/resized_Black Spot_2936.jpg,Rose_Black_Spot,black_spot,1599,train
Rose_Black_Spot/resized_Black Spot_2937.jpg,Rose_Black_Spot,black_spot,1600,train
Rose_Black_Spot/resized_Black Spot_2938.jpg,Rose_Black_Spot,black_spot,1601,train
Rose_Black_Spot/resized_Black Spot_294.jpg,Rose_Black_Spot,black_spot,1602,val
Rose_Black_Spot/resized_Black Spot_2940.jpg,Rose_Black_Spot,black_spot,1603,val
Rose_Black_Spot/resized_Black Spot_2941.jpg,Rose_Black_Spot,black_spot,1604,train
Rose_Black_Spot/resized_Black Spot_2943.jpg,Rose_Black_Spot,black_spot,1605,train
Rose_Black_Spot/resized_Black Spot_2944.jpg,Rose_Black_Spot,black_spot,1606,train
Rose_Black_Spot/resized_Black Spot_2945.jpg,Rose_Black_Spot,black_spot,1607,train
Rose_Black_Spot/resized_Black Spot_2946.jpg,Rose_Black_Spot,black_spot,1495,train
Rose_Black_Spot/resized_Black Spot_2947.jpg,Rose_Black_Spot,black_spot,1608,test
Rose_Black_Spot/resized_Black Spot_2948.jpg,Rose_Black_Spot,black_spot,1609,train
Rose_Black_Spot/resized_Black Spot_2949.jpg,Rose_Black_Spot,black_spot,1610,train
Rose_Black_Spot/resized_Black Spot_295.jpg,Rose_Black_Spot,black_spot,1611,val
Rose_Black_Spot/resized_Black Spot_2950.jpg,Rose_Black_Spot,black_spot,1547,train
Rose_Black_Spot/resized_Black Spot_2952.jpg,Rose_Black_Spot,black_spot,1612,train
Rose_Black_Spot/resized_Black Spot_2953.jpg,Rose_Black_Spot,black_spot,1513,train
Rose_Black_Spot/resized_Black Spot_2954.jpg,Rose_Black_Spot,black_spot,1613,train
Rose_Black_Spot/resized_Black Spot_2955.jpg,Rose_Black_Spot,black_spot,1499,train
Rose_Black_Spot/resized_Black Spot_2956.jpg,Rose_Black_Spot,black_spot,1614,train
Rose_Black_Spot/resized_Black Spot_2957.jpg,Rose_Black_Spot,black_spot,1615,train
Rose_Black_Spot/resized_Black Spot_2958.jpg,Rose_Black_Spot,black_spot,1574,train
Rose_Black_Spot/resized_Black Spot_2959.jpg,Rose_Black_Spot,black_spot,1616,train
Rose_Black_Spot/resized_Black Spot_296.jpg,Rose_Black_Spot,black_spot,1617,train
Rose_Black_Spot/resized_Black Spot_2960.jpg,Rose_Black_Spot,black_spot,1618,train
Rose_Black_Spot/resized_Black Spot_2961.jpg,Rose_Black_Spot,black_spot,1619,train
Rose_Black_Spot/resized_Black Spot_2962.jpg,Rose_Black_Spot,black_spot,1620,val
Rose_Black_Spot/resized_Black Spot_2963.jpg,Rose_Black_Spot,black_spot,1542,train
Rose_Black_Spot/resized_Black Spot_2964.jpg,Rose_Black_Spot,black_spot,1621,train
Rose_Black_Spot/resized_Black Spot_2965.jpg,Rose_Black_Spot,black_spot,1622,val
Rose_Black_Spot/resized_Black Spot_2966.jpg,Rose_Black_Spot,black_spot,1474,train
Rose_Black_Spot/resized_Black Spot_2967.jpg,Rose_Black_Spot,black_spot,1623,train
Rose_Black_Spot/resized_Black Spot_2968.jpg,Rose_Black_Spot,black_spot,1624,train
Rose_Black_Spot/resized_Black Spot_2969.jpg,Rose_Black_Spot,black_spot,1625,train
Rose_Black_Spot/resized_Black Spot_297.jpg,Rose_Black_Spot,black_spot,1626,val
Rose_Black_Spot/resized_Black Spot_2970.jpg,Rose_Black_Spot,black_spot,1627,train
Rose_Black_Spot/resized_Black Spot_2971.jpg,Rose_Black_Spot,black_spot,1628,val
Rose_Black_Spot/resized_Black Spot_2973.jpg,Rose_Black_Spot,black_spot,1629,train
Rose_Black_Spot/resized_Black Spot_2974.jpg,Rose_Black_Spot,black_spot,1559,train
Rose_Black_Spot/resized_Black Spot_2975.jpg,Rose_Black_Spot,black_spot,1507,train
Rose_Black_Spot/resized_Black Spot_2976.jpg,Rose_Black_Spot,black_spot,1630,val
Rose_Black_Spot/resized_Black Spot_2977.jpg,Rose_Black_Spot,black_spot,1631,train
Rose_Black_Spot/resized_Black Spot_2978.jpg,Rose_Black_Spot,black_spot,1632,test
Rose_Black_Spot/resized_Black Spot_2979.jpg,Rose_Black_Spot,black_spot,1633,train
Rose_Black_Spot/resized_Black Spot_298.jpg,Rose_Black_Spot,black_spot,1634,train
Rose_Black_Spot/resized_Black Spot_2980.jpg,Rose_Black_Spot,black_spot,1635,train
Rose_Black_Spot/resized_Black Spot_2981.jpg,Rose_Black_Spot,black_spot,1521,train
Rose_Black_Spot/resized_Black Spot_2982.jpg,Rose_Black_Spot,black_spot,1636,train
Rose_Black_Spot/resized_Black Spot_2983.jpg,Rose_Black_Spot,black_spot,1637,train
Rose_Black_Spot/resized_Black Spot_2985.jpg,Rose_Black_Spot,black_spot,1638,train
Rose_Black_Spot/resized_Black Spot_2986.jpg,Rose_Black_Spot,black_spot,1639,train
Rose_Black_Spot/resized_Black Spot_2987.jpg,Rose_Black_Spot,black_spot,1640,train
Rose_Black_Spot/resized_Black Spot_2988.jpg,Rose_Black_Spot,black_spot,1641,test
Rose_Black_Spot/resized_Black Spot_2989.jpg,Rose_Black_Spot,black_spot,1642,test
Rose_Black_Spot/resized_Black Spot_299.jpg,Rose_Black_Spot,black_spot,1643,val
Rose_Black_Spot/resized_Black Spot_2990.jpg,Rose_Black_Spot,black_spot,1644,train
Rose_Black_Spot/resized_Black Spot_2991.jpg,Rose_Black_Spot,black_spot,1521,train
Rose_Black_Spot/resized_Black Spot_2993.jpg,Rose_Black_Spot,black_spot,1645,train
Rose_Black_Spot/resized_Black Spot_2994.jpg,Rose_Black_Spot,black_spot,1646,train
Rose_Black_Spot/resized_Black Spot_2995.jpg,Rose_Black_Spot,black_spot,1647,train
Rose_Black_Spot/resized_Black Spot_2996.jpg,Rose_Black_Spot,black_spot,1527,train
Rose_Black_Spot/resized_Black Spot_2998.jpg,Rose_Black_Spot,black_spot,1648,train
Rose_Black_Spot/resized_Black Spot_2999.jpg,Rose_Black_Spot,black_spot,1649,train
Rose_Black_Spot/resized_Black Spot_3.jpg,Rose_Black_Spot,black_spot,1650,train
Rose_Black_Spot/resized_Black Spot_30.jpg,Rose_Black_Spot,black_spot,1464,train
Rose_Black_Spot/resized_Black Spot_3000.jpg,Rose_Black_Spot,black_spot,1514,train
Rose_Black_Spot/resized_Black Spot_3001.jpg,Rose_Black_Spot,black_spot,1591,train
Rose_Black_Spot/resized_Black Spot_3002.jpg,Rose_Black_Spot,black_spot,1651,train
Rose_Black_Spot/resized_Black Spot_3003.jpg,Rose_Black_Spot,black_spot,1652,train
Rose_Black_Spot/resized_Black Spot_3004.jpg,Rose_Black_Spot,black_spot,1653,train
Rose_Black_Spot/resized_Black Spot_3005.jpg,Rose_Black_Spot,black_spot,1654,train
Rose_Black_Spot/resized_Black Spot_3006.jpg,Rose_Black_Spot,black_spot,1655,train
Rose_Black_Spot/resized_Black Spot_3007.jpg,Rose_Black_Spot,black_spot,1656,val
Rose_Black_Spot/resized_Black Spot_301.jpg,Rose_Black_Spot,black_spot,1657,test
Rose_Black_Spot/resized_Black Spot_302.jpg,Rose_Black_Spot,black_spot,1658,train
Rose_Black_Spot/resized_Black Spot_303.jpg,Rose_Black_Spot,black_spot,1659,test
Rose_Black_Spot/resized_Black Spot_304.jpg,Rose_Black_Spot,black_spot,1660,train
Rose_Black_Spot/resized_Black Spot_305.jpg,Rose_Black_Spot,black_spot,1661,val
Rose_Black_Spot/resized_Black Spot_306.jpg,Rose_Black_Spot,black_spot,1662,train
Rose_Black_Spot/resized_Black Spot_307.jpg,Rose_Black_Spot,black_spot,1663,train
Rose_Black_Spot/resized_Black Spot_308.jpg,Rose_Black_Spot,black_spot,1664,train
Rose_Black_Spot/resized_Black Spot_309.jpg,Rose_Black_Spot,black_spot,1665,train
Rose_Black_Spot/resized_Black Spot_31.jpg,Rose_Black_Spot,black_spot,1666,val
Rose_Black_Spot/resized_Black Spot_310.jpg,Rose_Black_Spot,black_spot,1662,train
Rose_Black_Spot/resized_Black Spot_311.jpg,Rose_Black_Spot,black_spot,1665,train
Rose_Black_Spot/resized_Black Spot_312.jpg,Rose_Black_Spot,black_spot,1667,train
Rose_Black_Spot/resized_Black Spot_313.jpg,Rose_Black_Spot,black_spot,1668,test
Rose_Black_Spot/resized_Black Spot_314.jpg,Rose_Black_Spot,black_spot,1665,train
Rose_Black_Spot/resized_Black Spot_315.jpg,Rose_Black_Spot,black_spot,1665,train
Rose_Black_Spot/resized_Black Spot_316.jpg,Rose_Black_Spot,black_spot,1665,train
Rose_Black_Spot/resized_Black Spot_317.jpg,Rose_Black_Spot,black_spot,1669,test
Rose_Black_Spot/resized_Black Spot_318.jpg,Rose_Black_Spot,black_spot,1665,train
Rose_Black_Spot/resized_Black Spot_319.jpg,Rose_Black_Spot,black_spot,1665,train
Rose_Black_Spot/resized_Black Spot_32.jpg,Rose_Black_Spot,black_spot,1670,train
Rose_Black_Spot/resized_Black Spot_320.jpg,Rose_Black_Spot,black_spot,1671,val
Rose_Black_Spot/resized_Black Spot_322.jpg,Rose_Black_Spot,black_spot,1672,val
Rose_Black_Spot/resized_Black Spot_323.jpg,Rose_Black_Spot,black_spot,1673,train
Rose_Black_Spot/resized_Black Spot_325.jpg,Rose_Black_Spot,black_spot,1674,train
Rose_Black_Spot/resized_Black Spot_326.jpg,Rose_Black_Spot,black_spot,1675,train
Rose_Black_Spot/resized_Black Spot_327.jpg,Rose_Black_Spot,black_spot,1676,train
Rose_Black_Spot/resized_Black Spot_328.jpg,Rose_Black_Spot,black_spot,1677,train
Rose_Black_Spot/resized_Black Spot_329.jpg,Rose_Black_Spot,black_spot,1678,train
Rose_Black_Spot/resized_Black Spot_33.jpg,Rose_Black_Spot,black_spot,1679,train
Rose_Black_Spot/resized_Black Spot_330.jpg,Rose_Black_Spot,black_spot,1680,val
Rose_Black_Spot/resized_Black Spot_331.jpg,Rose_Black_Spot,black_spot,1681,train
Rose_Black_Spot/resized_Black Spot_332.jpg,Rose_Black_Spot,black_spot,1682,train
Rose_Black_Spot/resized_Black Spot_333.jpg,Rose_Black_Spot,black_spot,1683,train
Rose_Black_Spot/resized_Black Spot_334.jpg,Rose_Black_Spot,black_spot,1684,train
Rose_Black_Spot/resized_Black Spot_335.jpg,Rose_Black_Spot,black_spot,1685,train
Rose_Black_Spot/resized_Black Spot_336.jpg,Rose_Black_Spot,black_spot,1686,train
Rose_Black_Spot/resized_Black Spot_338.jpg,Rose_Black_Spot,black_spot,1687,train
